0,2011,2013,2015,2017,2018,|,0.3788,0.1641,0.2213,0.2920,0.2027,
1,2011,2013,2015,2017,2018,|,0.8268,0.6364,0.7768,0.3578,0.6821,
2,2011,2012,2014,2016,2018,|,0.9085,0.9459,1.7775,0.8672,0.7750,
3,2011,2013,2015,2017,2018,|,0.3633,0.3670,0.4375,0.4283,0.2552,
4,2011,2012,2014,2016,2018,|,0.5795,0.6412,0.5989,0.4451,0.3407,
5,2011,2013,2015,2017,2018,|,0.5239,0.4281,0.5002,0.7373,0.4054,
6,2011,2013,2015,2017,2018,|,0.1731,0.3604,0.3364,0.3234,0.2950,
7,2011,2013,2015,2017,2018,|,1.0202,0.7780,0.4871,0.3791,0.1779,
8,2011,2013,2015,2017,2018,|,0.6989,0.8091,0.6209,0.6886,0.7501,
9,2011,2013,2015,2017,2018,|,0.1442,0.1174,0.0901,0.1124,0.0390,
10,2011,2013,2015,2017,2018,|,0.6914,0.4126,0.7133,0.2938,0.2158,
11,2011,2013,2015,2017,2018,|,0.3077,0.6629,0.5063,0.3231,0.7040,
12,2011,2013,2015,2017,2018,|,0.5081,0.3035,0.2638,0.2196,0.0944,
13,2011,2013,2015,2017,2018,|,0.1468,0.0880,0.2038,0.2072,0.0636,
14,2011,2013,2015,2017,2018,|,1.5130,1.1559,1.2601,1.0614,1.0934,
15,2011,2013,2015,2017,2018,|,1.3453,0.3878,0.3084,0.3801,0.1167,
16,2011,2013,2015,2017,2018,|,0.2433,0.4250,0.7003,0.8350,0.4152,
17,2011,2013,2015,2017,2018,|,2.0137,1.5312,1.6003,1.7017,1.8095,
18,2011,2013,2015,2017,2018,|,0.2609,0.4246,0.3425,0.5511,1.0857,
19,2011,2013,2015,2017,2018,|,0.0452,0.5260,0.0112,0.0527,0.0473,
20,2011,2013,2015,2017,2018,|,0.2540,0.0618,0.1337,0.0912,0.0402,
21,2011,2013,2015,2017,2018,|,0.1336,0.1328,0.2072,0.2999,0.2887,
22,2011,2013,2015,2017,2018,|,0.5359,0.7039,0.7813,0.9089,0.8276,
23,2011,2013,2015,2017,2018,|,0.2031,0.2685,0.2970,0.8707,0.3726,
24,2011,2013,2015,2017,2018,|,0.4941,0.8918,0.7891,0.1482,0.2144,
25,2011,2013,2015,2017,2018,|,0.4094,0.7560,0.4479,0.4454,0.2905,
26,2011,2013,2015,2017,2018,|,0.8534,0.4489,1.3051,1.3328,0.2285,
27,2011,2013,2015,2017,2018,|,0.5233,0.5356,0.5499,0.5629,0.6106,
28,2011,2013,2015,2017,2018,|,0.4434,0.2526,0.3043,0.2784,0.4643,
29,2011,2013,2015,2017,2018,|,1.2894,0.9915,1.3329,0.9264,0.9362,
30,2011,2013,2015,2017,2018,|,1.0153,1.3203,1.0981,1.3050,0.9085,
31,2011,2013,2015,2017,2018,|,0.0812,0.0523,0.0795,0.0251,0.0235,
32,2011,2013,2015,2017,2018,|,0.7467,0.9436,0.6620,0.8747,0.9208,
33,2011,2012,2014,2016,2018,|,0.1033,0.0735,0.4883,0.0112,0.0065,
34,2011,2012,2014,2016,2018,|,1.8642,1.0828,1.2309,1.3574,0.6432,
35,2011,2013,2015,2017,2018,|,0.2431,0.3461,0.2584,0.3870,0.3324,
36,2011,2013,2015,2017,2018,|,0.6710,0.6495,0.4304,0.4739,0.2887,
37,2011,2013,2015,2017,2018,|,0.1849,0.0645,0.0868,0.1318,0.0689,
38,2011,2013,2015,2017,2018,|,0.0628,0.0320,0.0402,0.0267,0.0307,
39,2011,2013,2015,2017,2018,|,0.2399,0.4619,0.1450,0.1616,0.0481,
40,2011,2013,2015,2017,2018,|,0.2517,0.6535,0.3100,0.6886,0.4428,
41,2011,2013,2015,2017,2018,|,0.9805,0.8119,1.1945,1.0175,0.7193,
42,2011,2013,2015,2017,2018,|,0.4407,0.7388,0.4504,0.4934,0.5525,
43,2011,2013,2015,2017,2018,|,0.9749,0.5753,1.1464,0.6673,0.5284,
44,2011,2012,2014,2016,2018,|,0.1445,1.1097,0.1298,0.1217,0.0071,
45,2011,2013,2015,2017,2018,|,0.0839,0.2685,0.3672,0.4761,0.2747,
46,2011,2013,2015,2017,2018,|,1.1330,0.1732,0.4409,0.7069,0.2453,
47,2011,2013,2015,2017,2018,|,0.8171,0.4417,1.1013,1.0618,0.4987,
48,2011,2013,2015,2017,2018,|,0.3976,0.2687,0.6755,0.4022,0.2730,
49,2011,2013,2015,2017,2018,|,0.2084,0.3020,0.2989,0.3539,0.3203,
50,2011,2013,2015,2017,2018,|,0.6503,0.8053,0.6295,0.9683,0.1775,
51,2011,2013,2015,2017,2018,|,0.0093,0.7233,0.2548,0.0152,0.1454,
52,2011,2013,2015,2017,2018,|,0.8912,0.9182,0.6569,0.7651,0.9021,
53,2011,2013,2015,2017,2018,|,0.5468,0.4551,0.5860,0.6160,0.4385,
54,2011,2013,2015,2017,2018,|,1.0590,1.2401,1.8189,1.3812,0.6648,
55,2011,2012,2014,2016,2018,|,0.4954,0.3861,0.6444,0.4560,0.4690,
56,2011,2012,2014,2016,2018,|,0.0360,0.2845,0.1678,0.1906,0.0609,
57,2011,2013,2015,2017,2018,|,0.5841,0.4173,0.4107,0.5069,0.4413,
58,2011,2013,2015,2017,2018,|,0.0931,0.7312,0.0116,0.0391,0.0080,
59,2011,2013,2015,2017,2018,|,0.1466,0.1902,0.2713,0.2358,0.2357,
60,2011,2013,2015,2017,2018,|,0.8381,0.6094,0.9232,0.8061,0.8891,
61,2011,2012,2014,2016,2018,|,0.1103,0.1875,0.9624,0.2904,0.1479,
62,2011,2013,2015,2017,2018,|,0.2781,0.1202,0.1335,0.1198,0.0470,
63,2011,2013,2015,2017,2018,|,0.1254,1.0501,0.3255,0.0560,0.0780,
64,2011,2013,2015,2017,2018,|,1.0845,1.0979,0.2647,1.1900,1.0464,
65,2011,2013,2015,2017,2018,|,nan,nan,nan,nan,0.0000,
66,2011,2013,2015,2017,2018,|,0.3413,0.0985,0.1519,0.1885,0.1417,
67,2011,2013,2015,2017,2018,|,1.2993,1.3434,1.1642,1.1395,0.9199,
68,2011,2013,2015,2017,2018,|,0.2982,0.3173,0.1159,0.0172,0.0413,
69,2011,2013,2015,2017,2018,|,0.2360,0.2045,0.3789,0.1871,0.1972,
70,2011,2013,2015,2017,2018,|,0.9034,0.8306,0.6666,0.5957,0.4586,
71,2011,2012,2014,2016,2018,|,0.5947,0.5219,1.1519,0.5810,0.4756,
72,2011,2013,2015,2017,2018,|,0.3730,0.3825,0.3214,0.1452,0.2767,
73,2011,2013,2015,2017,2018,|,1.6178,1.3997,1.5038,1.1083,0.9801,
74,2011,2012,2014,2016,2018,|,0.5182,0.3138,0.5136,0.6424,0.1113,
75,2011,2012,2014,2016,2018,|,0.0215,0.0835,0.1555,0.0178,0.0091,
76,2011,2013,2015,2017,2018,|,0.2674,0.1657,0.2678,0.3148,0.2297,
77,2011,2012,2014,2016,2018,|,0.1183,0.1314,0.2636,0.1027,0.0113,
78,2011,2013,2015,2017,2018,|,0.2872,0.1960,0.2995,0.1990,0.1919,
79,2011,2013,2015,2017,2018,|,0.3820,0.4428,0.5716,0.6484,0.6155,
80,2011,2013,2015,2017,2018,|,1.4805,1.6196,0.9597,1.6586,1.3693,
81,2011,2012,2014,2016,2018,|,0.1847,0.9087,1.2051,0.8433,0.1186,
82,2011,2013,2015,2017,2018,|,0.5143,0.4918,0.7441,0.7807,0.4852,
83,2011,2013,2015,2017,2018,|,0.3339,0.6738,0.5444,0.3981,0.1979,
84,2011,2012,2014,2016,2018,|,0.6741,0.4419,0.7737,0.2806,0.2158,
85,2011,2013,2015,2017,2018,|,0.4674,1.6865,0.4153,0.3974,0.1726,
86,2011,2013,2015,2017,2018,|,1.0864,1.2631,1.1877,0.7851,0.8526,
87,2011,2013,2015,2017,2018,|,0.9283,0.6931,0.6449,0.3243,0.4287,
88,2011,2013,2015,2017,2018,|,0.5065,0.7660,0.5260,0.8647,0.2689,
89,2011,2013,2015,2017,2018,|,0.2583,0.2461,0.3415,0.2617,0.2073,
90,2011,2012,2014,2016,2018,|,0.0122,0.0098,0.3888,0.0039,0.0116,
91,2011,2012,2014,2016,2018,|,1.2955,1.8187,1.3344,1.0698,0.5392,
92,2011,2013,2015,2017,2018,|,0.9754,0.9206,0.7740,0.7825,0.6244,
93,2011,2013,2015,2017,2018,|,0.8409,1.3139,1.7905,1.4454,1.2039,
94,2011,2013,2015,2017,2018,|,0.4759,0.5628,0.4251,0.3934,0.3196,
95,2011,2013,2015,2017,2018,|,0.9108,1.1236,1.0972,1.0871,0.9112,
96,2011,2013,2015,2017,2018,|,0.6856,0.2355,0.4001,0.1544,0.1002,
97,2011,2012,2014,2016,2018,|,0.0685,0.2125,1.3997,0.2120,0.0101,
98,2011,2013,2015,2017,2018,|,0.6096,0.8056,0.6509,1.5217,0.7454,
99,2011,2013,2015,2017,2018,|,0.9333,1.0551,0.9371,0.3694,1.6857,
100,2011,2013,2015,2017,2018,|,0.6777,0.5515,0.5632,0.2690,0.3833,
101,2011,2013,2015,2017,2018,|,0.9762,0.4450,0.7336,0.9318,0.4201,
102,2011,2013,2015,2017,2018,|,0.1082,1.3383,0.1593,0.0340,0.0550,
103,2011,2013,2015,2017,2018,|,0.4374,0.3568,0.3304,0.1396,0.0550,
104,2011,2012,2014,2016,2018,|,0.3137,0.6128,0.9599,0.5408,0.5961,
105,2011,2012,2014,2016,2018,|,1.8233,1.3297,1.5256,1.6489,1.0822,
106,2011,2013,2015,2017,2018,|,0.9312,0.8872,0.9800,0.4962,0.8419,
107,2011,2013,2015,2017,2018,|,0.0915,0.1010,0.1310,0.1590,0.1600,
108,2011,2013,2015,2017,2018,|,0.1025,0.0840,0.0911,0.1479,0.0378,
109,2011,2013,2015,2017,2018,|,1.3124,1.0863,1.4054,1.4101,1.2107,
110,2011,2013,2015,2017,2018,|,0.7859,0.5261,1.2287,0.4219,0.4373,
111,2011,2013,2015,2017,2018,|,1.3117,1.5418,1.2501,1.5867,1.1143,
112,2011,2013,2015,2017,2018,|,0.0061,0.1219,0.0343,0.1120,0.1647,
113,2011,2013,2015,2017,2018,|,0.2710,0.4571,0.4032,0.3284,0.3229,
114,2011,2013,2015,2017,2018,|,0.2167,0.2988,0.2188,0.3170,0.3449,
115,2011,2012,2014,2016,2018,|,0.2673,0.6611,0.5071,0.6366,0.2542,
116,2011,2013,2015,2017,2018,|,0.1140,0.6995,0.3601,0.4361,0.2110,
117,2011,2013,2015,2017,2018,|,0.1479,0.1987,0.1562,0.2621,0.0450,
118,2011,2013,2015,2017,2018,|,0.3330,0.3122,0.3449,0.4328,0.6487,
119,2011,2013,2015,2017,2018,|,0.6291,0.9771,0.7231,0.9535,0.6913,
120,2011,2013,2015,2017,2018,|,0.8000,0.5457,0.7434,0.7912,0.9822,
121,2011,2013,2015,2017,2018,|,1.1149,0.8612,0.6892,0.8768,1.0424,
122,2011,2013,2015,2017,2018,|,0.4763,1.3310,0.7355,0.3989,0.7869,
123,2011,2013,2015,2017,2018,|,0.6491,0.8242,0.3178,1.0535,0.8340,
124,2011,2013,2015,2017,2018,|,0.9948,0.6784,0.4628,1.1126,1.0372,
125,2011,2013,2015,2017,2018,|,0.8607,1.2722,0.6360,0.9754,0.7860,
126,2011,2013,2015,2017,2018,|,0.4102,0.6608,0.3931,0.6362,0.3603,
127,2011,2012,2014,2016,2018,|,0.2205,0.0700,0.4070,1.4734,0.0141,
128,2011,2013,2015,2017,2018,|,0.7092,1.5906,0.9116,1.0425,0.7374,
129,2011,2013,2015,2017,2018,|,0.2635,0.2381,0.3813,0.3780,0.1264,
130,2011,2013,2015,2017,2018,|,0.7049,0.0700,0.1138,0.1332,0.0572,
131,2011,2013,2015,2017,2018,|,0.5080,0.1264,0.3401,0.2633,0.3294,
132,2011,2013,2015,2017,2018,|,0.6333,0.3516,0.4295,0.4707,0.3513,
133,2011,2013,2015,2017,2018,|,1.0682,0.7706,0.9329,0.9655,0.8781,
134,2011,2013,2015,2017,2018,|,0.2811,0.4029,0.4069,0.3868,0.4422,
135,2011,2013,2015,2017,2018,|,0.4662,0.6472,0.5436,0.5375,0.4214,
136,2011,2013,2015,2017,2018,|,0.6378,0.5728,0.2217,0.6240,0.2715,
