0,2011,2012,2014,2016,2018,|,98.7341,125.0776,125.7352,155.7958,113.1739,
1,2011,2012,2014,2016,2018,|,4.1583,20.4754,69.8597,122.6657,107.5702,
2,2011,2012,2014,2016,2018,|,5.1267,20.6012,85.1373,134.8703,117.4585,
3,2011,2012,2014,2016,2018,|,102.0791,125.0229,126.8993,151.4858,114.4416,
4,2011,2012,2014,2016,2018,|,107.1500,153.5256,129.5065,180.7873,135.4993,
5,2011,2012,2014,2016,2018,|,122.8437,171.3281,122.4600,172.2167,121.4353,
6,2011,2012,2014,2016,2018,|,128.7971,171.2627,124.1826,180.7830,119.8347,
7,2011,2012,2014,2016,2018,|,148.3429,156.9878,150.6554,218.2259,171.2952,
8,2011,2012,2014,2016,2018,|,148.9440,158.4147,157.7157,221.6580,182.2711,
9,2011,2012,2014,2016,2018,|,103.2771,154.2802,121.9438,173.5898,107.5290,
10,2011,2012,2014,2016,2018,|,78.4527,159.7488,122.9910,163.7233,108.8945,
11,2011,2012,2014,2016,2018,|,119.5981,85.9000,98.3845,154.0783,87.3755,
12,2011,2012,2014,2016,2018,|,118.6115,90.3572,103.0601,158.6369,94.6246,
13,2011,2012,2014,2016,2018,|,118.1508,93.0449,108.7531,165.4614,106.1979,
14,2011,2012,2014,2016,2018,|,97.6989,74.1677,96.6804,144.1179,87.6844,
15,2011,2012,2014,2016,2018,|,91.9351,75.3074,97.7991,145.6595,89.1932,
16,2011,2012,2014,2016,2018,|,71.0878,68.4000,100.6906,135.6119,89.8325,
17,2011,2012,2014,2016,2018,|,115.2337,123.5128,98.4265,136.0057,123.4269,
18,2011,2012,2014,2016,2018,|,110.2743,117.7734,106.9941,141.6476,136.1392,
19,2011,2012,2014,2016,2018,|,13.4102,29.0100,119.0228,161.3921,147.8273,
20,2011,2012,2014,2016,2018,|,44.7446,19.9322,118.6536,157.4757,149.8346,
21,2011,2012,2014,2016,2018,|,107.9837,103.3401,100.8323,134.0386,122.0912,
22,2011,2012,2014,2016,2018,|,106.9297,105.4939,102.2633,137.8517,128.7000,
23,2011,2012,2014,2016,2018,|,103.1356,102.9765,104.1560,138.5840,130.3831,
24,2011,2012,2014,2016,2018,|,103.5976,105.8141,107.4217,139.1379,127.5161,
25,2011,2012,2014,2016,2018,|,74.6997,78.3439,87.8805,114.2360,116.0543,
26,2011,2012,2014,2016,2018,|,78.7849,93.8688,87.6842,127.5146,121.8515,
27,2011,2012,2014,2016,2018,|,84.2546,79.6125,92.0939,117.2785,125.9852,
28,2011,2012,2014,2016,2018,|,86.7996,81.2092,99.7589,105.3423,113.9291,
29,2011,2012,2014,2016,2018,|,87.5742,78.4953,102.9654,91.9595,94.4405,
30,2011,2012,2014,2016,2018,|,71.7530,64.8973,85.6255,105.7189,97.5850,
31,2011,2012,2014,2016,2018,|,63.9081,59.4987,72.7619,106.1348,95.9765,
32,2011,2012,2014,2016,2018,|,51.2677,60.1048,66.0389,106.6734,96.9676,
33,2011,2012,2014,2016,2018,|,34.2470,61.1993,61.9904,113.2958,101.8979,
34,2011,2012,2014,2016,2018,|,87.8724,54.6667,59.7402,120.5340,82.6532,
35,2011,2012,2014,2016,2018,|,104.0264,61.7695,60.7478,125.9156,86.8875,
36,2011,2012,2014,2016,2018,|,28.6800,9.7831,13.2426,106.5552,144.2868,
37,2011,2012,2014,2016,2018,|,18.1938,7.6574,15.6353,95.4979,130.1983,
38,2011,2012,2014,2016,2018,|,7.5401,7.1277,8.9474,79.5750,121.2183,
39,2011,2012,2014,2016,2018,|,3.8933,2.6935,7.2357,79.2504,101.5607,
40,2011,2012,2014,2016,2018,|,13.4235,4.8517,2.8979,65.1463,110.5883,
41,2011,2012,2014,2016,2018,|,17.1730,2.4190,2.9503,67.7303,103.9097,
42,2011,2012,2014,2016,2018,|,110.2055,110.4705,120.1001,181.7937,158.0391,
43,2011,2012,2014,2016,2018,|,138.0276,145.4468,127.2054,201.8657,160.3065,
44,2011,2012,2014,2016,2018,|,129.8024,140.8188,121.6429,197.6419,156.3630,
45,2011,2012,2014,2016,2018,|,68.3065,83.0912,79.8585,107.9980,92.8993,
46,2011,2012,2014,2016,2018,|,29.9149,124.9260,76.8164,99.3293,77.5233,
