0,2011,2013,2015,2017,2018,|,8.2853,4.9210,8.3478,9.4191,12.6952,
1,2011,2013,2015,2017,2018,|,6.7672,8.0842,4.9400,7.2474,7.1006,
2,2011,2012,2014,2016,2018,|,27.0018,38.8573,25.0587,38.2522,49.7531,
3,2011,2013,2015,2017,2018,|,8.6314,7.7136,27.4927,12.0154,15.6911,
4,2011,2012,2014,2016,2018,|,52.4957,28.3601,29.9587,27.7000,46.8432,
5,2011,2013,2015,2017,2018,|,22.2074,25.9197,22.6792,23.7701,33.7428,
6,2011,2013,2015,2017,2018,|,8.6873,11.5952,3.6848,12.3272,40.3722,
7,2011,2013,2015,2017,2018,|,17.8375,20.4413,24.6612,2.5736,13.7869,
8,2011,2013,2015,2017,2018,|,27.2698,11.5433,13.9795,46.3162,10.6596,
9,2011,2013,2015,2017,2018,|,4.0914,3.4316,10.8183,6.0243,8.3906,
10,2011,2013,2015,2017,2018,|,22.8776,13.2279,20.8493,7.1336,6.1147,
11,2011,2013,2015,2017,2018,|,13.2170,53.0847,39.2427,18.5013,46.6921,
12,2011,2013,2015,2017,2018,|,14.6642,12.0448,22.6246,11.7421,12.2963,
13,2011,2013,2015,2017,2018,|,2.3992,2.0919,3.6421,4.1520,3.0880,
14,2011,2013,2015,2017,2018,|,19.6760,44.9703,48.3107,49.4269,52.0372,
15,2011,2013,2015,2017,2018,|,22.4446,3.0863,3.5685,9.6327,3.5598,
16,2011,2013,2015,2017,2018,|,14.8656,11.0816,12.6967,11.4412,11.0978,
17,2011,2013,2015,2017,2018,|,23.6613,52.1474,52.8554,73.9950,46.8099,
18,2011,2013,2015,2017,2018,|,7.2810,18.3794,24.4085,20.4118,103.4433,
19,2011,2013,2015,2017,2018,|,0.7803,0.7928,2.2948,1.3892,0.4315,
20,2011,2013,2015,2017,2018,|,10.8229,0.4521,17.7937,6.5597,5.3890,
21,2011,2013,2015,2017,2018,|,2.0337,10.0624,7.9056,5.6970,14.1190,
22,2011,2013,2015,2017,2018,|,37.6799,30.5388,34.2698,43.9501,27.0325,
23,2011,2013,2015,2017,2018,|,14.4071,34.0393,30.0557,21.8587,28.2441,
24,2011,2013,2015,2017,2018,|,5.1874,1.9372,2.5425,7.7014,3.3399,
25,2011,2013,2015,2017,2018,|,12.7068,19.8149,19.2283,19.8154,28.2957,
26,2011,2013,2015,2017,2018,|,2.8828,2.6946,2.0091,3.4473,3.1349,
27,2011,2013,2015,2017,2018,|,46.9679,46.5897,42.4064,49.0284,24.4026,
28,2011,2013,2015,2017,2018,|,6.8055,9.8965,2.6847,7.4984,30.4309,
29,2011,2013,2015,2017,2018,|,53.7319,26.0289,62.4904,8.4744,32.0988,
30,2011,2013,2015,2017,2018,|,56.5858,73.2650,78.6917,59.6178,54.4378,
31,2011,2013,2015,2017,2018,|,6.0427,5.2253,2.3321,2.0099,2.6350,
32,2011,2013,2015,2017,2018,|,18.9400,48.9577,36.4912,45.2618,36.5376,
33,2011,2012,2014,2016,2018,|,1.8572,0.7864,0.8638,0.4548,0.3621,
34,2011,2012,2014,2016,2018,|,85.1469,41.0817,43.1360,34.7920,18.2569,
35,2011,2013,2015,2017,2018,|,5.1744,13.1835,4.3796,43.1745,14.2840,
36,2011,2013,2015,2017,2018,|,39.1173,37.3106,12.2674,9.7743,17.0406,
37,2011,2013,2015,2017,2018,|,10.3122,4.5168,9.5821,10.9773,12.0927,
38,2011,2013,2015,2017,2018,|,3.5541,10.6642,7.6127,3.3004,4.6264,
39,2011,2013,2015,2017,2018,|,5.3084,21.0897,10.3339,5.6513,1.6926,
40,2011,2013,2015,2017,2018,|,6.7782,16.4957,23.1609,21.0060,12.6596,
41,2011,2013,2015,2017,2018,|,9.4091,18.7105,44.9016,14.7501,21.0662,
42,2011,2013,2015,2017,2018,|,13.4512,17.9133,21.6630,25.5948,18.4585,
43,2011,2013,2015,2017,2018,|,33.5569,34.0892,25.3597,28.8473,28.7989,
44,2011,2012,2014,2016,2018,|,2.6992,1.5168,0.6258,0.9048,1.2289,
45,2011,2013,2015,2017,2018,|,3.9376,20.6356,11.2751,43.5541,24.9715,
46,2011,2013,2015,2017,2018,|,21.6636,13.4097,19.7534,24.5396,25.5258,
47,2011,2013,2015,2017,2018,|,1.5019,7.6613,11.8924,28.4517,7.9584,
