0,2016,2017,2018,2019,2020,|,0.6127,1.1472,2.9614,3.6062,3.8638,
1,2016,2017,2018,2019,2020,|,1.2448,1.5328,3.4051,3.7531,3.8193,
2,2016,2017,2018,2019,2020,|,1.4520,1.6199,3.0413,3.5869,3.6426,
3,2016,2017,2018,2019,2020,|,2.0316,3.4833,3.7191,4.7612,3.4070,
4,2016,2017,2018,2019,2020,|,0.6502,0.7842,2.4169,4.9496,4.8323,
5,2016,2017,2018,2019,2020,|,0.4395,0.5124,4.0308,3.7036,4.8433,
6,2016,2017,2018,2019,2020,|,7.5890,6.9886,5.4770,5.5021,7.2954,
7,2016,2017,2018,2019,2020,|,0.4277,4.6382,4.6064,4.3138,4.5807,
8,2016,2017,2018,2019,2020,|,0.9941,4.0957,3.9997,3.9322,4.1000,
9,2016,2017,2018,2019,2020,|,1.8307,0.8300,1.8267,5.1086,3.1766,
10,2016,2017,2018,2019,2020,|,0.4523,0.3596,1.2223,3.6099,4.0763,
11,2016,2017,2018,2019,2020,|,0.8320,0.8203,1.1883,3.7640,4.0362,
12,2016,2017,2018,2019,2020,|,2.2827,3.1824,4.2515,4.5448,4.5662,
13,2016,2017,2018,2019,2020,|,1.0432,1.0194,3.0754,3.4543,5.1592,
14,2016,2017,2018,2019,2020,|,0.9995,1.2306,2.9543,3.8072,3.7689,
15,2016,2017,2018,2019,2020,|,1.0567,1.0856,2.4767,4.8660,3.4423,
16,2016,2017,2018,2019,2020,|,0.8112,0.9003,3.7683,3.9549,4.2670,
17,2016,2017,2018,2019,2020,|,3.3064,5.2601,5.9087,3.7757,5.9768,
18,2016,2017,2018,2019,2020,|,1.7269,4.4846,5.2902,5.3518,4.3536,
19,2016,2017,2018,2019,2020,|,3.5990,3.7107,3.4350,3.1323,3.9701,
20,2016,2017,2018,2019,2020,|,2.9084,4.7091,4.4504,4.2793,5.9949,
21,2016,2017,2018,2019,2020,|,2.1747,1.2216,3.5745,4.0724,3.4644,
22,2016,2017,2018,2019,2020,|,1.0438,1.0059,3.0838,3.7000,3.2491,
23,2016,2017,2018,2019,2020,|,0.6611,0.9481,4.4632,4.6690,4.5115,
24,2016,2017,2018,2019,2020,|,1.3106,1.5685,4.3419,4.3694,4.4569,
25,2016,2017,2018,2019,2020,|,1.3095,1.4522,4.8507,4.5529,5.0799,
26,2016,2017,2018,2019,2020,|,1.7896,1.6266,4.6480,4.4112,4.3232,
