0,2016,2017,2018,2019,2020,|,264.1796,443.4424,241.0729,347.4811,457.5703,
1,2016,2017,2018,2019,2020,|,469.6798,393.6996,278.7585,338.6153,408.4211,
2,2016,2017,2018,2019,2020,|,318.0995,331.5728,209.0817,467.0074,330.9530,
3,2016,2017,2018,2019,2020,|,678.8666,295.1694,238.7412,428.7691,244.7494,
4,2016,2017,2018,2019,2020,|,276.9841,232.3248,199.5159,516.5220,414.1320,
5,2016,2017,2018,2019,2020,|,33.5518,134.3984,242.4648,320.9021,409.1629,
6,2016,2017,2018,2019,2020,|,208.7191,364.1425,259.8762,450.5311,489.3496,
7,2016,2017,2018,2019,2020,|,36.2243,435.8071,190.6091,269.9089,277.3918,
8,2016,2017,2018,2019,2020,|,44.4843,404.1754,204.7378,308.6403,305.1641,
9,2016,2017,2018,2019,2020,|,413.1416,235.7107,336.6068,235.7473,383.8473,
10,2016,2017,2018,2019,2020,|,166.6155,68.5778,127.3161,341.9219,425.7817,
11,2016,2017,2018,2019,2020,|,149.1425,140.9034,217.7478,399.0810,459.1653,
12,2016,2017,2018,2019,2020,|,520.5570,485.4592,280.7632,318.8988,342.6424,
13,2016,2017,2018,2019,2020,|,67.7389,179.3697,347.3343,544.7495,558.3531,
14,2016,2017,2018,2019,2020,|,91.3230,166.8418,299.3911,535.1774,537.6626,
15,2016,2017,2018,2019,2020,|,91.4891,91.4503,314.7057,494.9923,515.6503,
16,2016,2017,2018,2019,2020,|,87.8868,103.5102,408.3379,554.9780,573.7588,
17,2016,2017,2018,2019,2020,|,409.8491,620.7544,598.8786,668.5320,678.0156,
18,2016,2017,2018,2019,2020,|,89.9893,624.6508,561.1569,569.1189,612.1122,
19,2016,2017,2018,2019,2020,|,462.5183,314.0182,316.5233,505.5614,645.6008,
20,2016,2017,2018,2019,2020,|,373.9603,600.2980,497.1949,611.6588,632.9261,
21,2016,2017,2018,2019,2020,|,137.0573,113.9719,395.4251,430.3506,491.4974,
22,2016,2017,2018,2019,2020,|,146.5878,196.9785,399.4427,446.1709,538.1583,
23,2016,2017,2018,2019,2020,|,96.9601,212.5797,424.3435,455.1463,586.5530,
24,2016,2017,2018,2019,2020,|,132.8881,167.7401,522.8587,573.8437,513.4643,
25,2016,2017,2018,2019,2020,|,109.3858,162.2698,499.0428,567.2759,542.7893,
26,2016,2017,2018,2019,2020,|,168.4083,165.0741,623.2696,800.3086,696.3998,
27,2016,2017,2018,2019,2020,|,87.6315,508.3557,286.8253,429.1889,655.9316,
28,2016,2017,2018,2019,2020,|,125.1322,199.3700,632.0083,732.8044,652.5396,
29,2016,2017,2018,2019,2020,|,279.5992,156.1802,260.8446,468.4595,590.8394,
30,2016,2017,2018,2019,2020,|,219.1687,188.3922,305.2722,459.8134,596.4098,
31,2016,2017,2018,2019,2020,|,228.0599,351.1086,439.0545,498.9868,476.2094,
32,2016,2017,2018,2019,2020,|,275.5356,283.6679,415.0232,396.5453,441.4836,
33,2016,2017,2018,2019,2020,|,76.6131,220.7793,381.4844,479.1460,549.0117,
34,2016,2017,2018,2019,2020,|,220.1135,142.6749,366.9821,464.7569,535.6902,
35,2016,2017,2018,2019,2020,|,185.8484,247.5770,283.3452,307.0165,391.6251,
36,2016,2017,2018,2019,2020,|,167.3046,268.0462,404.0921,455.8385,475.4227,
